Product_ID,Product_Name,Category,Brand,Cost_Price,Selling_Price
204,Furniture Item 54,Furniture,Apex,851,927.46
205,Furniture Item 55,Furniture,Aura,3181,3425.28
206,Furniture Item 56,Furniture,Aura,1389,1492.9
207,Furniture Item 57,Furniture,Nova,4749,5147.2
208,Furniture Item 58,Furniture,Nova,1374,1465.09
209,Furniture Item 59,Furniture,Nimbus,768,822.44
210,Furniture Item 60,Furniture,Nimbus,4078,4421.71
211,Furniture Item 61,Furniture,UrbanX,2337,2497.37
212,Furniture Item 62,Furniture,Vista,2927,3152.95
213,Furniture Item 63,Furniture,Vista,4958,5351.99
214,Furniture Item 64,Furniture,Nova,472,504.48
215,Furniture Item 65,Furniture,Apex,162,173.04
216,Furniture Item 66,Furniture,Vista,1224,1334.85
217,Furniture Item 67,Furniture,Everest,2787,2967.6
218,Furniture Item 68,Furniture,Nimbus,3627,3870.11
219,Furniture Item 69,Furniture,Aura,4462,4855.31
220,Furniture Item 70,Furniture,Nova,690,742.36
221,Furniture Item 71,Furniture,UrbanX,3673,3896.13
222,Furniture Item 72,Furniture,Nimbus,2664,2885.19
223,Furniture Item 73,Furniture,Nimbus,3521,3773.04
224,Furniture Item 74,Furniture,Prime,270,296.63
225,Furniture Item 75,Furniture,Aura,3869,4229.9
226,Furniture Item 76,Furniture,UrbanX,821,884.6
227,Furniture Item 77,Furniture,Nimbus,2093,2255.05
228,Furniture Item 78,Furniture,Vista,4392,4669.34
229,Furniture Item 79,Furniture,Prime,2881,3079.39
230,Furniture Item 80,Furniture,UrbanX,725,783.3
231,Furniture Item 81,Furniture,Aura,4446,4803.45
232,Furniture Item 82,Furniture,Prime,2976,3241.15
233,Furniture Item 83,Furniture,Vista,2035,2165.47
234,Furniture Item 84,Furniture,Prime,1716,1830.87
235,Furniture Item 85,Furniture,Everest,717,765.1
236,Furniture Item 86,Furniture,Everest,3900,4251.69
237,Furniture Item 87,Furniture,Aura,4724,5128.94
238,Furniture Item 88,Furniture,UrbanX,2689,2866.58
239,Furniture Item 89,Furniture,Vista,3941,4247.17
240,Furniture Item 90,Furniture,Aura,2350,2546.59
241,Furniture Item 91,Furniture,Everest,4256,4523.99
242,Furniture Item 92,Furniture,Aura,3802,4035.84
243,Furniture Item 93,Furniture,UrbanX,2451,2605.58
244,Furniture Item 94,Furniture,Everest,4966,5364.68
245,Furniture Item 95,Furniture,Nova,4854,5252.87
246,Furniture Item 96,Furniture,Apex,3784,4148.63
247,Furniture Item 97,Furniture,Prime,2733,2963.12
248,Furniture Item 98,Furniture,Aura,606,653.28
249,Furniture Item 99,Furniture,Prime,790,853.34
250,Furniture Item 100,Furniture,Everest,420,449.36
251,Furniture Item 101,Furniture,Prime,3699,3998.48
252,Furniture Item 102,Furniture,Vista,3081,3311.81
253,Furniture Item 103,Furniture,Aura,3273,3522.9
254,Furniture Item 104,Furniture,Aura,4997,5307.29
255,Furniture Item 105,Furniture,Nimbus,639,685.77
256,Furniture Item 106,Furniture,Prime,2427,2597.08
257,Furniture Item 107,Furniture,Prime,2830,3009.03
258,Furniture Item 108,Furniture,Nimbus,2965,3179.69
259,Furniture Item 109,Furniture,UrbanX,1156,1252.87
260,Furniture Item 110,Furniture,Aura,2636,2853.09
261,Furniture Item 111,Furniture,UrbanX,1146,1245.48
262,Furniture Item 112,Furniture,Nova,3568,3854.65
263,Furniture Item 113,Furniture,Apex,3070,3292.13
264,Furniture Item 114,Furniture,Everest,2899,3182.83
265,Furniture Item 115,Furniture,Prime,1672,1787.47
266,Furniture Item 116,Furniture,UrbanX,1369,1455.37
267,Furniture Item 117,Furniture,Nova,4258,4644.78
268,Furniture Item 118,Furniture,Prime,2858,3129.67
269,Furniture Item 119,Furniture,Prime,4992,5366.74
270,Furniture Item 120,Furniture,Prime,1581,1728.43
271,Furniture Item 121,Furniture,Aura,3685,3912.54
272,Furniture Item 122,Furniture,Vista,2045,2247.01
273,Furniture Item 123,Furniture,Apex,3777,4038.97
274,Furniture Item 124,Furniture,Everest,2635,2894.87
275,Furniture Item 125,Furniture,Everest,1689,1815.19
276,Furniture Item 126,Furniture,Nimbus,3882,4234.4
277,Furniture Item 127,Furniture,Prime,4219,4561.15
278,Furniture Item 128,Furniture,Prime,1735,1894.71
279,Furniture Item 129,Furniture,Everest,2148,2281.36
280,Furniture Item 130,Furniture,UrbanX,3140,3398.05
281,Furniture Item 131,Furniture,Vista,4326,4732.85
282,Furniture Item 132,Furniture,Vista,787,858.24
283,Furniture Item 133,Furniture,Prime,3780,4143.68
284,Furniture Item 134,Furniture,Apex,3683,3917.49
285,Furniture Item 135,Furniture,Nova,3795,4156.99
286,Furniture Item 136,Furniture,Aura,3498,3715.33
287,Furniture Item 137,Furniture,UrbanX,2031,2184.23
288,Furniture Item 138,Furniture,Aura,3171,3389.74
289,Furniture Item 139,Furniture,Aura,911,996.24
290,Furniture Item 140,Furniture,Vista,1296,1380.89
291,Furniture Item 141,Furniture,Prime,3970,4318.74
292,Furniture Item 142,Furniture,Nova,3942,4249.26
293,Furniture Item 143,Furniture,Apex,749,794.51
294,Furniture Item 144,Furniture,Nimbus,1324,1432.5
295,Furniture Item 145,Furniture,Apex,1010,1101.96
296,Furniture Item 146,Furniture,Apex,2567,2733.53
297,Furniture Item 147,Furniture,Everest,3539,3841.79
298,Furniture Item 148,Furniture,Everest,614,653.56
299,Furniture Item 149,Furniture,Apex,4988,5394.23
300,Furniture Item 150,Furniture,Nova,1276,1367.43
301,Grocery Item 1,Grocery,Nimbus,2990,3377.57
302,Grocery Item 2,Grocery,UrbanX,1634,1873.5
303,Grocery Item 3,Grocery,UrbanX,4388,5085.63
304,Grocery Item 4,Grocery,Nova,4409,5034.03
305,Grocery Item 5,Grocery,Nova,3298,3808.97
306,Grocery Item 6,Grocery,Vista,3269,3789.56
307,Grocery Item 7,Grocery,UrbanX,233,264.29
308,Grocery Item 8,Grocery,UrbanX,2924,3303.08
309,Grocery Item 9,Grocery,Aura,4866,5593.02
310,Grocery Item 10,Grocery,Aura,1192,1337.15
311,Grocery Item 11,Grocery,Everest,1534,1769.03
312,Grocery Item 12,Grocery,Prime,4020,4603.98
313,Grocery Item 13,Grocery,Everest,616,707.56
314,Grocery Item 14,Grocery,Nova,402,454.96
315,Grocery Item 15,Grocery,Aura,1734,2003.52
316,Grocery Item 16,Grocery,Everest,2640,3011.22
317,Grocery Item 17,Grocery,Apex,2175,2439.19
318,Grocery Item 18,Grocery,Nova,2443,2771.04
319,Grocery Item 19,Grocery,Aura,2819,3188.09
320,Grocery Item 20,Grocery,Everest,3679,4251.38
321,Grocery Item 21,Grocery,Prime,3267,3703.35
322,Grocery Item 22,Grocery,Aura,4164,4778.95
323,Grocery Item 23,Grocery,UrbanX,4353,4921.8
324,Grocery Item 24,Grocery,Prime,3577,4017.53
325,Grocery Item 25,Grocery,UrbanX,4568,5169.84
326,Grocery Item 26,Grocery,Vista,755,855.5
327,Grocery Item 27,Grocery,Nimbus,2610,2969.75
328,Grocery Item 28,Grocery,Aura,1465,1681.22
329,Grocery Item 29,Grocery,Aura,3762,4219.81
330,Grocery Item 30,Grocery,Nova,3663,4142.79
331,Grocery Item 31,Grocery,Nimbus,714,818.85
332,Grocery Item 32,Grocery,Prime,3076,3508.25
333,Grocery Item 33,Grocery,Everest,355,399.63
334,Grocery Item 34,Grocery,Apex,385,433.14
335,Grocery Item 35,Grocery,Nova,3100,3516.91
336,Grocery Item 36,Grocery,Aura,1356,1555.55
337,Grocery Item 37,Grocery,UrbanX,3147,3580.52
338,Grocery Item 38,Grocery,Aura,4801,5403.56
339,Grocery Item 39,Grocery,Vista,3360,3805.45
340,Grocery Item 40,Grocery,Nova,2144,2483.65
341,Grocery Item 41,Grocery,Nimbus,1624,1851.3
342,Grocery Item 42,Grocery,Vista,4701,5287.26
343,Grocery Item 43,Grocery,Vista,3755,4237.83
344,Grocery Item 44,Grocery,Prime,4123,4650.77
345,Grocery Item 45,Grocery,Everest,706,803.49
346,Grocery Item 46,Grocery,Aura,819,943.83
347,Grocery Item 47,Grocery,Vista,2946,3383.13
348,Grocery Item 48,Grocery,Prime,2557,2950.92
349,Grocery Item 49,Grocery,UrbanX,3061,3490.61
350,Grocery Item 50,Grocery,Apex,1746,2010.84
351,Grocery Item 51,Grocery,Aura,4147,4649.0
352,Grocery Item 52,Grocery,Prime,3928,4525.63
353,Grocery Item 53,Grocery,Nimbus,806,904.84
354,Grocery Item 54,Grocery,Nimbus,4021,4588.07
355,Grocery Item 55,Grocery,Aura,4809,5400.27
356,Grocery Item 56,Grocery,Aura,707,804.57
357,Grocery Item 57,Grocery,Prime,1151,1329.54
358,Grocery Item 58,Grocery,Nova,1157,1315.86
359,Grocery Item 59,Grocery,Vista,1117,1274.19
360,Grocery Item 60,Grocery,Apex,1448,1631.14
361,Grocery Item 61,Grocery,Vista,2934,3397.28
362,Grocery Item 62,Grocery,Vista,746,843.0
363,Grocery Item 63,Grocery,UrbanX,1125,1288.13
364,Grocery Item 64,Grocery,Prime,4217,4831.16
365,Grocery Item 65,Grocery,Aura,1502,1721.82
366,Grocery Item 66,Grocery,Nova,4717,5290.81
367,Grocery Item 67,Grocery,Vista,765,858.19
368,Grocery Item 68,Grocery,Nimbus,1826,2101.14
369,Grocery Item 69,Grocery,Vista,348,396.69
370,Grocery Item 70,Grocery,Nimbus,2574,2932.6
371,Grocery Item 71,Grocery,Nova,2536,2886.33
372,Grocery Item 72,Grocery,Everest,1394,1585.79
373,Grocery Item 73,Grocery,Prime,3904,4404.34
374,Grocery Item 74,Grocery,Aura,2660,3070.86
375,Grocery Item 75,Grocery,Prime,2929,3394.75
376,Grocery Item 76,Grocery,UrbanX,3135,3575.78
377,Grocery Item 77,Grocery,UrbanX,2714,3065.92
378,Grocery Item 78,Grocery,Prime,2291,2607.12
379,Grocery Item 79,Grocery,Nimbus,893,1001.97
380,Grocery Item 80,Grocery,Prime,3525,3983.01
381,Grocery Item 81,Grocery,Aura,2782,3219.75
382,Grocery Item 82,Grocery,Everest,1655,1904.12
383,Grocery Item 83,Grocery,Vista,4316,4914.51
384,Grocery Item 84,Grocery,Nimbus,4174,4678.75
385,Grocery Item 85,Grocery,Apex,4240,4826.35
386,Grocery Item 86,Grocery,Nova,1862,2128.89
387,Grocery Item 87,Grocery,Everest,514,581.46
388,Grocery Item 88,Grocery,UrbanX,2440,2785.18
389,Grocery Item 89,Grocery,Vista,3630,4085.05
390,Grocery Item 90,Grocery,Aura,3096,3562.12
391,Grocery Item 91,Grocery,Apex,470,533.93
392,Grocery Item 92,Grocery,UrbanX,3069,3505.19
393,Grocery Item 93,Grocery,Vista,3264,3721.52
394,Grocery Item 94,Grocery,UrbanX,1073,1207.28
395,Grocery Item 95,Grocery,Aura,3326,3774.77
396,Grocery Item 96,Grocery,Prime,4669,5404.64
397,Grocery Item 97,Grocery,Nimbus,1730,1979.29
398,Grocery Item 98,Grocery,Nova,4196,4706.28
399,Grocery Item 99,Grocery,Everest,1222,1403.52
400,Grocery Item 100,Grocery,Prime,4354,4956.07
401,Grocery Item 101,Grocery,Aura,2786,3224.11
402,Grocery Item 102,Grocery,Vista,1431,1625.21
403,Grocery Item 103,Grocery,Everest,4963,5625.34
404,Grocery Item 104,Grocery,Nova,4711,5332.81
405,Grocery Item 105,Grocery,UrbanX,3117,3532.34
406,Grocery Item 106,Grocery,Nova,3512,4015.44
407,Grocery Item 107,Grocery,Apex,4989,5682.39
408,Grocery Item 108,Grocery,Prime,520,594.54
409,Grocery Item 109,Grocery,Nimbus,4394,5031.84
410,Grocery Item 110,Grocery,Apex,1310,1510.26
411,Grocery Item 111,Grocery,UrbanX,358,409.16
412,Grocery Item 112,Grocery,Aura,1662,1862.7
413,Grocery Item 113,Grocery,Apex,3530,3974.98
414,Grocery Item 114,Grocery,Everest,3461,3945.79
415,Grocery Item 115,Grocery,Apex,610,700.42
416,Grocery Item 116,Grocery,Everest,4694,5318.31
417,Grocery Item 117,Grocery,Prime,4404,4998.86
418,Grocery Item 118,Grocery,Aura,3865,4469.81
419,Grocery Item 119,Grocery,Vista,4575,5188.83
420,Grocery Item 120,Grocery,Apex,4066,4585.19
421,Grocery Item 121,Grocery,Apex,2385,2724.44
422,Grocery Item 122,Grocery,Apex,2538,2920.85
423,Grocery Item 123,Grocery,Aura,4105,4649.66
424,Grocery Item 124,Grocery,Vista,4691,5429.12
425,Grocery Item 125,Grocery,Nimbus,2457,2763.82
426,Grocery Item 126,Grocery,Prime,3332,3840.91
427,Grocery Item 127,Grocery,UrbanX,2479,2780.65
428,Grocery Item 128,Grocery,Vista,2937,3397.99
429,Grocery Item 129,Grocery,Vista,4024,4541.32
430,Grocery Item 130,Grocery,Prime,4704,5399.47
431,Grocery Item 131,Grocery,Apex,994,1137.76
432,Grocery Item 132,Grocery,Apex,2086,2340.56
433,Grocery Item 133,Grocery,Nimbus,2007,2252.05
434,Grocery Item 134,Grocery,UrbanX,2805,3222.09
435,Grocery Item 135,Grocery,Prime,1226,1373.37
436,Grocery Item 136,Grocery,Everest,3433,3934.62
437,Grocery Item 137,Grocery,Vista,4011,4596.69
438,Grocery Item 138,Grocery,Nova,2731,3089.9
439,Grocery Item 139,Grocery,Apex,832,953.55
440,Grocery Item 140,Grocery,Nova,4483,5153.42
441,Grocery Item 141,Grocery,Prime,1534,1743.72
442,Grocery Item 142,Grocery,Nimbus,397,460.48
443,Grocery Item 143,Grocery,Vista,4158,4687.95
444,Grocery Item 144,Grocery,UrbanX,406,454.87
445,Grocery Item 145,Grocery,Everest,2844,3217.65
446,Grocery Item 146,Grocery,Everest,1199,1383.7
447,Grocery Item 147,Grocery,UrbanX,2335,2633.21
448,Grocery Item 148,Grocery,Everest,2808,3163.21
449,Grocery Item 149,Grocery,Nova,2207,2535.28
450,Grocery Item 150,Grocery,Apex,2861,3294.82
451,Fashion Item 1,Fashion,Nimbus,1537,1820.48
452,Fashion Item 2,Fashion,UrbanX,3603,4253.74
453,Fashion Item 3,Fashion,Prime,3383,4014.84
454,Fashion Item 4,Fashion,Apex,1251,1475.05
455,Fashion Item 5,Fashion,Apex,155,181.42
456,Fashion Item 6,Fashion,Aura,3759,4473.77
457,Fashion Item 7,Fashion,Nova,2573,3044.63
458,Fashion Item 8,Fashion,Apex,2242,2659.34
459,Fashion Item 9,Fashion,Everest,608,721.52
460,Fashion Item 10,Fashion,Vista,2613,3047.77
461,Fashion Item 11,Fashion,Vista,1061,1257.87
462,Fashion Item 12,Fashion,Apex,3110,3684.06
463,Fashion Item 13,Fashion,Everest,1194,1407.88
464,Fashion Item 14,Fashion,Everest,3160,3718.16
465,Fashion Item 15,Fashion,Apex,4503,5367.94
466,Fashion Item 16,Fashion,UrbanX,2127,2525.2
467,Fashion Item 17,Fashion,Aura,4404,5187.34
468,Fashion Item 18,Fashion,UrbanX,739,884.35
469,Fashion Item 19,Fashion,Apex,605,721.86
470,Fashion Item 20,Fashion,Prime,4791,5660.41
471,Fashion Item 21,Fashion,Everest,2787,3328.18
472,Fashion Item 22,Fashion,Everest,1052,1248.95
473,Fashion Item 23,Fashion,Everest,844,1009.39
474,Fashion Item 24,Fashion,Nimbus,555,653.87
475,Fashion Item 25,Fashion,Everest,3842,4543.38
476,Fashion Item 26,Fashion,Nimbus,2624,3119.76
477,Fashion Item 27,Fashion,Apex,2184,2604.77
478,Fashion Item 28,Fashion,Nimbus,4837,5625.05
479,Fashion Item 29,Fashion,Nova,2922,3471.38
480,Fashion Item 30,Fashion,Everest,665,797.63
481,Fashion Item 31,Fashion,Prime,359,420.56
482,Fashion Item 32,Fashion,Nimbus,1209,1439.48
483,Fashion Item 33,Fashion,Nimbus,3167,3799.5
484,Fashion Item 34,Fashion,Nimbus,3774,4509.12
485,Fashion Item 35,Fashion,Prime,3177,3695.52
486,Fashion Item 36,Fashion,Nimbus,2948,3433.67
487,Fashion Item 37,Fashion,Apex,4432,5163.7
488,Fashion Item 38,Fashion,Vista,128,152.35
489,Fashion Item 39,Fashion,Nimbus,3892,4619.57
490,Fashion Item 40,Fashion,Apex,4457,5237.74
491,Fashion Item 41,Fashion,Prime,2127,2506.51
492,Fashion Item 42,Fashion,UrbanX,2358,2753.06
493,Fashion Item 43,Fashion,Nimbus,363,432.83
494,Fashion Item 44,Fashion,UrbanX,228,266.67
495,Fashion Item 45,Fashion,Everest,926,1096.16
